,sentiment,content
24535,neg,fol stepped needle ouch way damn drycleaners
24536,pos,Mom wearing shrug I bought morrow I ca wait 2 cute
24537,neg,Lulu put scottish accent britain got talent makes sad scottish coz falconer dont play accent
24538,neg,rah rah youtube working oh great
24539,neutral,always brightens week
24540,neutral,anytime I aim please
24541,neg,Broke Up girlfriend FEELING Very lonely heartbroken Sad times guys
24542,neutral,run moon day bad fu
24543,neutral,friend sent u call back messages dunno could reply credit
24544,pos,A pleasure Murray
24545,pos,Did win mammy last night happy Scott Sherman Walked feet BEA today
24546,neutral,diego know lo ame jack
24547,neutral,Poor kitties If nothing done hopefully least able find good home
24548,pos,hehe go dye put blonde inn mine lighter left bit long oops
24549,neutral,girl blunt ooh thoughts right I absolutly GREAT day stressors come home
24550,neg,EVIL CREDIT CARD COMPANIES God I starting build credit I get stupid
24551,pos,lay pool take nap agenda day
24552,neg,I scared set pa I might forget end losing data But yet I financial info Catch 22
24553,neg,Again working internet shop think achieve goal uploading previously set time Will keep going
24554,neg,points gear question I posted I cant get rest Dreadweave set
24555,neutral,sweetie using frog I think chance adding client image viewing
24556,neutral,make shop always tomorrow
24557,pos,I also wasting time til cab gets spamspamspam Also keith motorbike nicked WELL shit
24558,pos,aww twitter miss today post little mea movie theater ahah soo could
24559,neutral,perfect op everyone advertise blogs
24560,neutral,Colleague helped creating unit site web NOT helpful Trash code 24 counterstrike source files 4 page site optimizing
24561,neg,wearing pair trousers loose last year tight year
24562,neutral,About dinner evening playing cards Already packed ready head home tomorrow Do go home
24563,neg,Where art thou I miss
24564,pos,happy mothers day mum
24565,neg,So pay sales tax great Even worse Mom Pop businesses double pay business licenses
24566,neg,Miss newest version Glade Debian
24567,neg,Ouch I sorry
24568,neg,lend one I cold
24569,pos,lao boss ross come I love man truth
24570,neg,OK guess I need actual work How long 5 Oh I may ditch early
24571,neutral,I follow anyone sticker usage
24572,neutral,Yeah I posted news blog yesterday
24573,neg,ya headin family vaca hope paparazzi leave alone
24574,neg,NOO XBOX got red rings death
24575,neutral,hangin love life Tessa mccarty
24576,pos,aw nick got heart broken poor baby love
24577,pos,Yeah hope I excited
24578,neutral,Thanks pointing crucial problems Both taken care happy
24579,pos,Your Highness crystalmarieDONTluvSpiteAnymore
24580,neutral,You shutting ok
24581,pos,Hope getting reading done
24582,neg,Oh yah My dad But I landline
24583,neg,wish I could feel pain happy ok least like Brazil
24584,neutral,driving err speeding
24585,neg,wishes love coming home
24586,pos,time next week I hopefully holding Lili arms
24587,pos,Yup us Spending time Mom Sis Aunt Have A great Mothers Day
24588,pos,Lol Thanks Penny I trying believe
24589,pos,Just finished yet another amazing book Susan Elizabeth Philips God I love books much Which one read next umm
24590,neg,Bah coworker ran work late bag smacked knee really hurts
24591,neutral,really nice smoothy baulk shops
24592,pos,watching rain reminiscing time everytime rained I love life
24593,neutral,I goin bed
24594,neg,I postpone photoshoot Stupid Wisconsin weather Why ca sunny Working tanning preschool grad night
24595,pos,laughing loud Girl video disturbed I love theme cute
24596,neutral,A group people naked ooh
24597,pos,3 live pav migrates 5 aware vip exams magenta config quiet weekend party central
24598,pos,It Friday pleasant ones way much work
24599,neutral,WIsh Toronto Will coming back soon
24600,pos,May ith today I round weekend one session happy ith minister
24601,pos,Had good end busy day I bed full belly sushi
24602,pos,ohhs really want see Coraline seems really good
24603,pos,This great curl ball read later I wish I book
24604,neg,Was talking Vincent Miss badly
24605,neg,Enjoying nice couple dad brother bad never really see anymore
24606,neutral,never opera think
24607,neutral,til next saran
24608,pos,Smoking maryland favorite thing speaking ima name daughter maryland lakota lakota marijuana latin
24609,neg,Ah bad times I hate exams I feel unprepared time well Sucks haha
24610,pos,pa Danica team Not end world hopes great race
24611,neutral,nan house eating fish chips watching Top Gear Good times
24612,neg,electronic keys stopped working keyhole cant get car much technology
24613,pos,thanks coming tonight made happy
24614,neutral,It mothers day somewhere
24615,neg,soo want get Nikon 90 damn cost soo much
24616,pos,charlie came fell asleep
24617,neg,Another Day gone Have wake early tomorrow
24618,neg,Still stupidly sick cancelled Philly trip Sad day
24619,pos,looks great morning already
24620,neg,Sheesh meds make feel like I bottom ocean I go back work today Be sad
24621,pos,nothing new lol oh bitched alot today one person particular rachel Oh I planned ultimate event
24622,neg,I think UPS web site hates Still Brewing supply package Held hostage work slow UPS delivery
24623,neg,I need go ATL mainly go Ikea The stuff I want available online
24624,neg,needs somewhere go still lush want back
24625,neg,I know agree It angered Sorry going postal
24626,neutral,congrats A ugh still til end june
24627,neg,fo shizzle bored wanna go something wish went pissy today oh well wonder
24628,neg,really really bored I guess I go bed
24629,neg,Only one day left Ramona I miss cast soo much
24630,neg,Was wreck Getting real sore It fault insurance Was planning go wedding tonight
24631,pos,yeah I feel sad tho
24632,neutral,laying across bed hurt back days ago
24633,neg,last night cork come tomorrow wont even remember double sad face haha words lily allen NOT FAIR
24634,pos,YAY I glad I one sign away soul Twitter Facebook welcome six
24635,pos,hey Ive never caught anyone live
24636,neg,really anyone got finals yet yeah stuck class loveyoufletch xbox
24637,neg,I vote twitter universe I bit stuck
24638,pos,mere fact twittered someone read matters love song Gravity
24639,neg,oy im nerd im writing 2 cuz following mean lik sum account deleted due strange activities
24640,neutral,Whats stand gay marriage fuck natalie stop asking gay ass questions Go get job dad
24641,neg,Damn internet jus cut bout 2 shoot sum guys eye andi
24642,neutral,thought already winter turns winter even started
24643,neutral,It 11 shock 5 I already lunch break
24644,pos,Guys Just got someone saran wrap Tuesdays video shall awesome
24645,neg,Making list SiC 2009 attendances
24646,neg,bed sick atm sick since yesterday thru hun
24647,neg,lola dude I stop got personal homegirl twitter lol
24648,neg,I miss terribly
24649,pos,I message message fiends want replies follow sounds funny
24650,neg,aww eat sweety
24651,pos,Thanks I tell friends Twitter say
24652,neutral,YEA I GOTTA BE UP AT 7 happy 0
24653,pos,I really want go concert tomorrow
24654,neg,also hanging right bored hahaha work today different hours money lol whate
24655,neg,way Seattle Yay Seattle boo Matt leaving
24656,neutral,Hi Dougie I fan Thailand I Film Luv ur song much
24657,neg,apparently I falling apart front eyes
24658,neg,hurt done trying
24659,pos,I got jack shirt mail Omg I love see saturday
24660,neutral,laughing loud That sucks
24661,pos,I saw stalkerishly elevator rookie eating moroccan So go
24662,neg,like friends kinda sad
24663,neutral,Reading today paper along watered coffee compliments parents
24664,pos,people love wait
24665,neg,ooh I headache Got go work
24666,neg,tell chris stop making fun lizzie
24667,pos,wishing Ro feeling better
24668,pos,I glad liked Want
24669,neutral,Thought I check home 10 minutes ago downloading update home square I ca bothered Sony
24670,neg,moved edinburgh glasgow new flat phone line broadband
24671,neg,Holy crap It raining LA I jacket oh
24672,neg,whammer ask Space Marines officially announced 360 psi No luck pa gamers
24673,neg,hav chance win 10 100 100 given free plant wait till plant grow know anythin
24674,pos,hahahaha watching 106 miss Oceans 10
24675,neg,miss future wanna see damn sure wanna wait til monday
24676,pos,I love though
24677,neutral,haha okay I getting box sets birthday anyway
24678,neg,say leaving yesterday You wo see house anymore get back tear tear
24679,neg,Ca since follow
24680,neutral,downloaded Bonnie Clyde Beyonce Jay old fav
24681,neutral,I Want To Go See Up But I Do Want To Go With My Mom And Brother
24682,pos,ok I love big buff tattooed preferably Christian men strut fluffy dogs optional
24683,neg,Aaarrgh I soo want see mug August dammit decent seats e playful ensive noo recession
24684,pos,brain gonna e playful lode minute full numbers climb sarcasm climbing numbers
24685,pos,havah making card mothers day listening music
24686,neutral,vicky spamming belle twitter anyway rainbows dreamwidth got invite code hahahaha
24687,neg,hates work six
24688,pos,Wow ca believe Monday already I hope everyone well today
24689,neutral,OOH question DOES YOUR CHAIN HANG LOW ink sorry
24690,neg,Panda e playful ress long I missed
24691,neutral,nope printer library work ill pass monday
24692,neutral,oh god Almost 40 comment Same day Joe But I turn 40 oh god lol
24693,neg,Hello Bella going delete account
24694,pos,totally digging napa valley idea I deal wine limo ride
24695,pos,Monday mornings could exist hot tea
24696,neutral,roll uh huh
24697,neutral,About hop shower I miss little soap sud Ashley
24698,pos,Engaged May est best guy I could happier I love Jay
24699,pos,Happy Mothers May Mak Love always XOXO
24700,pos,likes patricia dress
24701,pos,LOUISE You adopted ballet You love cocktails even
24702,neutral,aww I kinda hoping Jack would get banana highlights back
24703,neg,went doctor hav virus
24704,neg,Nice come business meeting feeling desired valuable Now come date like Or go date
24705,neg,really cant take
24706,pos,Talking best mate boyfriend man
24707,neutral,Two tweets go 2345 tweets
24708,neutral,ze Franz friended think think creepy stalker sommat humph
24709,neg,columbus blue jacket may moving anew city play thats sad news
24710,neutral,There ants lollipop
24711,pos,want know im still whoever whatever makes happy thats want sister
24712,neutral,err allowed gas grills live sucks
24713,neg,I feel like last night dream Well I guess I say nightmare
24714,pos,This funny I 7
24715,pos,exact one thinking bestest
24716,neg,thirty minutes turned three hours oops
24717,pos,well day owe sleep late
24718,neg,Bad day office In horrendous mood Was national Act like idiotic buffoon day today one bothered tell
24719,pos,Home finally Im soo tired kinda lonely blah e I cuddle blankets watch movie sounds good Lol
24720,neg,He got cars lost job He used make good money Now works McDonalds nobody hire
24721,neg,Gone days wen used sit 4 exams exams classes bunking fun
24722,pos,Getting Emilie half hour get Have nice day Talk later I hope
24723,pos,unless gretel killed apparently look pretty damn good
24724,neutral,talks ad release tonight stub Wish I could go support
24725,neutral,says impossible pluck work system administrators closed access fire
24726,neutral,A towel Sub tha Sens O Matic Guide
24727,neg,waiting go ith period get final omg im soo gonna fail
24728,neg,Yea baby Im gonna miss much
24729,neg,I always feel like I betraying trust I drop pup groomer
24730,neutral,Dance Flick actually NOT good
24731,neutral,back revision Bye bye Hannah 3
24732,pos,Loved books Did read The Host Amazing storyteller
24733,pos,know I love
24734,pos,mucosa warriors OCEAN hahahahaha
24735,pos,I humble best Going works paintball day soon fuel strips doubt
24736,neutral,I wake appear missed much
24737,neg,aww cryin tho want get thru feel sorry shes good tho
24738,pos,Good morning RSA Twitterverse Please send happy vibes cheerfulness today I feeling little sad
24739,neg,well miss think would really like trina
24740,pos,aww ok well let know says hah 3
24741,pos,About pick hair braid scrub make relaxx tonight fun
24742,neutral,Rod stewart new song
24743,neg,failed inspection Did know pass wo oven wo anti tip bracket sold oven This worse taxes
24744,neg,Watching Phil special sex marriage It sad ignorant people
24745,neutral,I allergic bunnies Are allergic fur That sucks Is cosmic irony furry allergic fur
24746,pos,Updated blog Shows You Should Be Watching The unusual Go check
24747,pos,It gonna storm I said
24748,neutral,Starting get annoyed socialscope Need update
24749,neg,I think rate Ill class 4 Sigh
24750,pos,ah almost missed sol thanks twitterfriends
24751,pos,yo yo yo like ice cream
24752,neutral,678 triple 98212
24753,neutral,gi team edward watch back playful
24754,neg,I shrunk favourite cardigan Hubby said buy new one I practically lived gone I shall say words wink
24755,pos,I For Thursday
24756,neutral,Follow blog I follow
24757,neg,endodontist able without removing Just hope ceramic crown shatter time later
24758,pos,awesome lemme see done
24759,neg,GASP pulleaase dont hate u ask question dont answer given time cant see sorry
24760,neg,Soon I hope Really need finish cloning project I get done
24761,pos,I KNOW JOIN THE freakin CLUB
24762,neg,Conference call arranged 4 30pm today blew leaving early window
24763,neutral,head Strand goodnight
24764,neutral,hey gerard late response day talking bout forgiving brother 4 givin wrong directions got way upset
24765,neg,Trying stay upbeat I wait get keys locked car
24766,pos,Soon new job starts I happy
24767,neg,Wow really sucks
24768,neutral,im away comp ill back later
24769,neg,Took 2 times get wall What killed 150 la dummy ca drag 12 seconds
24770,neg,went see dentist ca eat im starving really sucks ist painful
24771,neg,Waiting line tryst
24772,pos,woo made follow
24773,pos,Going sleep Horton Goodnight Twitterverse 3
24774,pos,imma miss dem KObe born commercials wen cleveland get knocked doe wer funny
24775,neg,Moses girlfriend broke
24776,neg,Bob Dylan It Aint Me Babe Important day today tell guys later Off work late
24777,pos,Aww HE JUST WANTS A HUG
24778,pos,Thanks much I back tour soon Two new books pipeline
24779,neg,I hurtling headlong day spanish art view tomorrow REVISION extra frees
24780,neutral,know inside scoop station anything kwon nothing us
24781,neg,I wondering Have GREAT weekend
24782,neg,used ozzy osbourne pillow mom threw miss thing
24783,pos,You retweet others good tweets least 10 day get involved things twitter
24784,pos,U watch spelling bee contest winner kava Shivshankar Impressive performance even heared words
24785,pos,Just finished The Village So love could watch Wonder I ca get sleep tonight
24786,neutral,grinning like Cheshire cat happy hell made day
24787,neg,ive made terrible mistake need auto save function everything
24788,neutral,computer class photo booth work
24789,neutral,I think I may lost job freak life
24790,neg,DAMN laughing loud ON FRIDAY ITS NOW SATURDAY HERE laughing loud instant message IN AUSTRALIA
24791,neutral,yeah back work I get 3 happy 0 bad
24792,pos,The food looks amazing Our dessert Frozen Grand mariner Souffle course eat bar
24793,pos,archetype thing comm class studied archetypes popular media reading links thanks
24794,neg,ah wish guys would come hot topic near
24795,neg,hot day making tired
24796,neg,I slowly getting angry Jon Kate Plus 8 thing
24797,neg,At work What miserable day
24798,neg,Great I let friend use ipod morning uses day kills battery So cant listen demi
24799,neg,whys cat pain
24800,pos,loves mummy everything always forever mummy dearest love nanny happy
24801,pos,Exactly Well I pick sister Speak laters Enjoy afternoon pub shelving lol ex
24802,neg,recovering hard day homeschooling chemistry NOT go well
24803,neutral,u get invite I miss u
24804,neg,I need horror lovecraftian actually enough weird horror movies
24805,neutral,If I heiress I would shopping day Kinda bad I know
24806,neutral,nope cant figure get updates blackberry need go running
24807,neg,It baby bros last time singing front school im proud get old im 22
24808,pos,Happy Mother Day Hope awesome time Bug
24809,pos,Back GREAT weekend buffer
24810,pos,You welcome How much longer colored
24811,pos,Hey I saw sol unite I loved especially cramping tit boob scene cramping 34 dub wow hilarious
24812,neutral,OH MY GOD OH MY GOD OH MY GOD New SUPERNATURAL starts tonight New Sam Dean Oh My god ca breathe 3 3
24813,pos,aww Do mean sound like overgrown age 37 baby I still stick Not bad yesterday still bad
24814,neg,look soo freaked poor wee thing
24815,neg,sick HAPPY Amanda
24816,pos,Wish I Dallas Can I still say ow lol Hey u spelled name wrong It good Thanks love
24817,pos,host next bogies laughed bit really
24818,neg,know right I headed meeting
24819,pos,comes atl show elf swear fun much fun
24820,pos,haha really guy said looked 14 dont look young
24821,pos,DAMN That lot messages HOW SWEET And yeah sayang
24822,pos,hehe fun tweets
24823,neg,I think I tricked ankle cardio yesterday I getting old
24824,neg,Well rite headache
24825,pos,Made many new friends Twitter around USA Another bike across USA trip would amazing see people
24826,neutral,hav bet get 6 pack 35 days im day 3 sux
24827,pos,yay back home
24828,neutral,I feeling weather today Sun
24829,neg,I sorry little disturbance SAPInsidetrack Palo Alto Just went debugging session lines united
24830,pos,says got 2 cards today eva clara thanks guys
24831,neutral,This cigarette relaxing
24832,neutral,ca vote frustrated sad
24833,pos,yum mother day lunch The Food Business Burnside delicious gorgeous day
24834,pos,Aw thanks Slowly getting Yep tweaked knee late third Basically stood still last 2 games
24835,pos,wish burning trees trying dresses
24836,neg,plans got ruined blackstone going carnival tomorrow weather good
24837,neg,finished playing mahjong I lost 38 Mag wishing
24838,neutral,Chicago rocks socks
24839,neutral,On train least two giggles teenagers sitting commuters squished standing back least teenagers let sit
24840,neg,book meanie teasing piece cheese
24841,neg,But I cause I missed lot classes
24842,pos,Just chillin I bit bored boohoo
24843,pos,I love Google Mothers day theme
24844,neg,Plan evening dinner shopping dress shirts watching Up going bed Plan Saturday Funeral friend
24845,pos,Yes NBA song great Got old funny NBA cheerleader remix song Ohrwurm day colorblind
24846,neg,wanna go back school monday
24847,neutral,Acquiring cents live ad I put memory stick I would like boot I wonder I left home
24848,pos,I received mothers day card lovely daughter wishing happy mothers day
24849,neg,Download movie Still Waiting cool movie
24850,neutral,I wish roommates coming home soon maybe take nap waste time
24851,pos,fun anyway thanks taking pics us last minute
24852,pos,Good morning sis Alas time say goodnight soon
24853,neg,Ca play World Conflict computer running slow
24854,neutral,Bloody intrusive thoughts I really going bed
24855,neg,I wo game Found late
24856,neutral,Woke dreaming I met Hero Author Anne Rice son author Christopher Rice I euphoria Perhaps I would someday
24857,neutral,You Are What U Eat EXACTLY true You Are What U Digest TodayISaProsperous Productive Day ThankUJesus BeYEBlessed hee hee
24858,pos,Me Monday end weekend But cannot escape I wish good week
24859,neg,Got brainbox daily question wrong
24860,neg,So bummed I ca see lto June hoping UK yoke soon
24861,neg,I sorry feeling way
24862,neg,yes finally friday im stuck projects
24863,neg,good morning guys e playful oriental chemistry test morning skeptical wish luck
24864,neutral,It Was The Best ever My First You Didnt anwser Any Of My Questions xoxo
24865,pos,Hearing songs brighten someone day always makes ME grin
24866,neutral,first weekend home
24867,pos,It fun meeting Tina We definitely soon
24868,pos,Thanks new followers
24869,pos,green day bomb ex
24870,neg,Hey I sa maybe cross highways grab lunch
24871,neg,Hours refusal upon realisation tomorrow Morrissey gig braxton postponed Only looking fed 6 monthsish
24872,neg,I know ima work tomorrow wit body dis sore ugh
24873,neg,Another night sleeping
24874,neg,many tribes becoming extinct I blame donald
24875,pos,shopping gawd want surf net anymore
24876,neg,ur lucky stage close theem think dangerous
24877,pos,Heh When I moved house Pius pep rally cheering band
24878,neutral,still cant sleep
24879,neg,aww I know feeling
24880,neutral,aww wish younger sis sad older one bet younger sis loves JUST much u
24881,neg,frame damage car could totalled
24882,neg,geographic next I HATE IT
24883,neutral,hahaha gotta get life although ca say much obsession miley cyrus I VE gotta get life
24884,pos,going work amazing charity event big brothers big sisters mind working good cause
24885,pos,Hee I love
24886,neg,certainly fault I crawl woods today I afraid would broken home
24887,pos,I weekend e playful eating way hot
24888,neg,Just wrote another song ran ideas one bit crap
24889,neg,Though cold would go away turns sinus infection keeps getting worse worse day
24890,neg,rain please come
24891,neg,I dont And wif Whatthefuck REALLY Really Are trying kill But might Depends
24892,pos,Feel depressed I could save Thanks nothing
24893,neg,daggit LSU 7 spot leads Southern 8 2 Was intentionally mentioning anything got jinxed anyhow
24894,neg,Now Im work I miss home news
24895,neg,I feel really bad female racoons abusive racoon husbands always black eyes one help
24896,neutral,AFC Oh less
24897,pos,Gotta love nasty weather jealous ur knots
24898,pos,made cake mi madre good
24899,pos,kid class going field trip today I smart enough volunteer help
24900,neg,We hate change course We fans life 3 Oh met Rob something went horribly wrong
24901,neg,going funeral today friend classmate died car wreck last Friday
24902,neutral,ooh two books buy
24903,neutral,Follow Friday rickbaker24 6 friends
24904,neutral,fun server change
24905,pos,right haha shes bad
24906,neg,I want Forgive Forget Please I dont like I promise I going live without drama So Please
24907,neg,would rather bride last minute wedding stuff instead stuck behind desk 5 Someday
24908,neg,Oh bird back
24909,neg,I disappointed lad I think unfollowed showing love
24910,neg,Back Tokyo tomorrow E playful eating rain sunshine
24911,neutral,Is movies boyfriend
24912,pos,Cool VERY productive day I got spot extra feature film filming tomorrow AWESOME week around
24913,pos,got rad new shirt aunt Made cool shiny shiny pink material
24914,pos,I want 5 already
24915,neg,win trip america please reply xo
24916,neg,My brother woke help homework I happy
24917,pos,tell u yesterday lol
24918,pos,Getting ready school second maths test today also last day ord year Next week officially ith year
24919,neg,Work till 6 dreadful shopping cause mine broke
24920,neutral,ohmyjade 1 Pendulum awesome 2 Goodbyes suck 3 Shut ply 4 Toy Story 3 5 job ad MOVIE tomorrow 6 I tired 7 armand I
24921,pos,Namaste Hooray Monday Undaunted wakeup I consider London feel justified Bright side everything
24922,pos,hey next UK
24923,pos,laughing listening great Bob Marley Wow hes awesome
24924,pos,Ca wait see Set Your Goals Leeds Lots website work today
24925,pos,haha boat yesterday pick time
24926,pos,My Sissy I went Bridal Shower tonight crazy women
24927,neutral,Tempted buy MAC act even though I need anything I want try dazzleglasses
24928,neutral,I ok I think I take attitude Mothers Day invented Hallmark holiday
24929,neutral,Oh great I suppose inevitable I get spammed Twitter
24930,neg,I On itunes I lost songs
24931,neg,playful happens marry ex A dont get ring therefore ending NOTHING pawn u need
24932,neg,I better today Yesterday really hard It still unbelievable I miss probably always
24933,pos,Time head back home My business done
24934,pos,ISP sorted gather cheers day wish
24935,neutral,I want complete hypocrite I attended rated event I timing ironic
24936,pos,hard weekend much alcohol fuckin weirdest
24937,neg,wish could come see u Denver husband lost job ca afford
24938,pos,another monday less 2 hours work today
24939,neg,good luck An waiting online ca jawbone year
24940,pos,umm get ready help mum give good job presents gets could wait people arrive party
24941,neutral,Maybe take recorder around record new melodies came yr head
24942,pos,feel better love bring u soul food make u feel good
24943,pos,bless lil socks think need rethink age thing
24944,pos,I watched I liked
24945,neutral,Microsoft Announced Windows 7 Release Candidate Download available tomorrow
24946,neutral,endless streams tea holiday day I know raining
24947,pos,thanks glad like
24948,neg,finds hardest thing Christian put God first life I need help
24949,neutral,finally talking teachers facilitators edumedia09
24950,pos,The Renegades last day today well gone catch Gutted Closest came greenback Kilmacolm
24951,neg,Have practicing last 40 minutes I think 40 minutes suffice 7 days worth More later
24952,pos,That I hooked
24953,neutral,know ends torrent file guessing u go metallica christine brought today psi
24954,pos,yay ill shall take picture get tattoo arm
24955,pos,ca wait watch next season heroes
24956,neutral,stupid man wont sign
24957,pos,awash way well bubbling
24958,neutral,Former Pawnshop Jimi Hendrix got est guitar Seattle Now check cashing joint
24959,neutral,May humble Bold Christ lisa
24960,neg,WHATS THE VIDEO I CANT WATCH IT
24961,neutral,nice day gonna stuck inside night
24962,pos,HAPPY MOTHER DAY
24963,neutral,Its raining stanton We need rain means Ive got nothing sitting outside people see
24964,neg,I ca figure empire puzzle Stuck 36
24965,pos,My industrial pierced I made cute little friend
24966,pos,realized tonight Drake
24967,pos,ah saved mowing lawn rain Now I plenty time go kayaking Blessed rain gods
24968,pos,Going 1 116 days still new tattoo
24969,pos,What beautiful day Going edit Lisa Maxwell interview last day The Bill Shame I ca see laptop screen outside
24970,neutral,CE grade mock
24971,neg,All I want see tonight I know gonna happen
24972,pos,well welcome back dark side
24973,neutral,I know pero available na data eh Sa Singapore though
24974,neg,Traded iPod brother cellphone My phone died e
24975,pos,says morning pluck woke haha
24976,neutral,You gonna wear pink outfits I assume bought
24977,pos,I gave kiss Being flirt course liked
24978,pos,You make happy whether know 3
24979,neg,hollyhocks The curse justin strikes Date burton end screwed poor sod
24980,neg,After many attempts I ca figure put pic avatar Tells pic big Frustrated trying sorry
24981,neutral,Got day painting
24982,pos,And half twitters enjoying wonderful Sunday afternoon offer
24983,pos,terror sameer haha way plays edward thinkk umm
24984,neutral,Colleen really sincerely hopes gets better soon
24985,neg,So much running outside like I thought I going looks like treadmill today thanks lot rain
24986,neutral,So long hold wine without tipping
24987,pos,Had great day beach biq old friends crazy I old enough old friends learned play texas holder
24988,pos,academically course I miss already
24989,neutral,would say 10 years younger young would intelligent good convo skills skills
24990,neutral,school start june two days go still want neutral
24991,neg,Is taking moment reflect I want anonymity back facebook Is safe say anything someone else another friend
24992,neg,INNERCHILD SARAH LIKES COOKIES AND IS SAD THAT YOU FEEL SAD AND GUILTY
24993,neg,friends San Pablo right drinking laughing swimming huhuhu
24994,neg,I got fight pavement I think poor little knee
24995,neutral,Waiting rami new horror flick Drag Me To Hell I really excited Too bad mccain ke
24996,pos,I wanna drinking pub
24997,pos,thanks follow bro
24998,pos,going watch crazy night work tomorrow I live somehow At least means I finish early
24999,neutral,suh playing dress lol I ca see vid though Its working
25000,neutral,New Look sold three nice one george teashop also sold ex
25001,neg,On way get crate Bella Dolce Sad cuz going tto Richmond
25002,neutral,Yep Hawkesbury Classic starts Windsor home said
25003,neutral,bored talking someone busy something else kinda bummer ink
25004,neutral,Your shut freak e list link broke
25005,neg,feel sad elizabeth
25006,neg,Sweat cute Unfortunately I figured work without sweating BOO
25007,neg,Working graduation What shame
25008,neg,Sitting valley hummer boo boo
25009,neg,Nope Im hearing bad things
25010,pos,Adam Lambert rocks He must win American Idol
25011,neg,feeling really sick watching fifth element smoke cig ugh hate colds
25012,neg,quite hard cause attempt spread cornbread falls apart
25013,pos,hey jesse background let know think
25014,neg,day JUNE 19 wack havent seen promotions day party someone better finagle asap
25015,neutral,getting another puppy cool really
25016,pos,Buss everyone yay
25017,neutral,I behind times I hadnt loaded songs THE BLOCK til What u hav offer
25018,neg,guys paranoid drop countdown thats fair iv voted heaps
25019,neg,cut hand open
25020,pos,Cant wait see boy tomorrow
25021,pos,subs 2003 subs 2008 Damned damned Fun times ich
25022,neg,My poor lil piggy Chuck saws looks like cartoon character toe
25023,neg,ever come across something reminds alot one person completely broke heart cause
25024,neutral,u Slept missed ride chillin telly friday night
25025,neg,I tantra anyone kirk know sad I drowning sorrows wink
25026,pos,Then might enjoy one
25027,neg,good show And killers rock But cut em short
25028,pos,Yeah Me Will lookout tweets Happy Tweeting
25029,pos,happy mothers day
25030,neg,Oh I see mean That true used improperly know
25031,neutral,Want Trip Boston next month Nee playful admit motivation save Beloved daughter wants go ex
25032,neutral,told diamond follow u aint share starburst
25033,neg,followers sad sad NOW THAT I LOSING HOPE pressure
25034,neutral,lookey tired yet still energetic
25035,neg,Muay Thai awesome I gonna sore morning I feel like bad eating junk tho
25036,pos,back taking jared airport looking forward meeting new nephew 5 days
25037,neutral,Off study later guys
25038,neutral,waiting get picked
25039,neg,Google Wave presentation I impressed It nice really
25040,neutral,JONAS BROTHERS Live party It rocking hard I love song
25041,pos,please wear glasses next video look amazing
25042,pos,Huge test parents house The food good stuck one helping seconds Feels good
25043,neutral,shut know like zack
25044,neg,completely bummed I stuck ford focus weekend My car shop
25045,neg,Just got shot arm Eww
25046,neg,lol making feel bad coming lol
25047,neg,On runway 2 hours
25048,pos,hahaha yeah see ca twitter back
25049,neutral,I kinda like car situations lately I prevented participating due carelessness
25050,neg,iigghhtt fur geet id ink eh blah ugh blah ink hah happy um yah immboredd ugh ill fuckity
25051,neutral,end sing sing play music
25052,pos,What new cite business I love hear Doing actually
25053,neutral,Is weekend yet
25054,neutral,Talking Sarah Lisa
25055,neg,I honestly feel like I healing getting better This good
25056,neg,feeling stressed strung awake 4 mind buzzing mars A talking
25057,pos,good morning everbody
25058,neutral,sick doctors waiting room
25059,neg,awake sadly seeing Leon today
25060,neg,Up early class blah Hang Over kiddies
25061,pos,making hot chocolate almond milk Mother Day festivities starting early
25062,neutral,ink yet I wanna go soon tho I want sweeps
25063,neg,14 hours later I still drunk drive For shame letting drink much I peak spirits right
25064,pos,On way Birmingham Sewing van Punk
25065,pos,mothers Happy Mother Day non mothers Happy Sunday May
25066,neutral,I think I Kirk I would probably stolen sweet ride Fancy car phone ya talk gotta go
25067,neg,Damn guys comet I hope win though
25068,pos,honourary fluffette lovely hair left
25069,neutral,hello michael nice day
25070,pos,good morning everyone
25071,neg,stop mean ur hurting feelings
25072,neutral,ugh seriously hung
25073,neutral,mostly going work update twilight blog basically life Is sleeptime
25074,neutral,sari ko nga lighting hazardous health got shoes thanks love
25075,neg,Tweeting tarmac Cork Airport Delayed
25076,neutral,Dizzy I wanna lie die calories gonna balk I ignore
25077,neutral,Salt Vinegar dont smell bad afterward haha
25078,pos,Emailed porch anytime If come tomorrow miss Do worry knocking
25079,pos,oh ok good jump joy made day
25080,neutral,You third person ask Mon afternoon wink I sorry I helping tutor friend ca ca ex
25081,neg,everyones set Away man nobody talk skeptical
25082,neg,Their songs make want cry
25083,pos,oh wow THANKS Wayne
25084,neutral,never suh I flats lol
25085,neg,I hate stood lol sorry dont know people play
25086,neutral,SoCal stoked maybe tomorrow
25087,neg,So Still finishing errands trip tomorrow morning I airport
25088,pos,Something 2 get attention 2 get sexily My Love played What It worked last time No 2 bribe
25089,neg,general cleaning hate cleaning
25090,pos,Going French Anyone want pick
25091,neg,ive tried nothing worked dont think bothered sigh
25092,neg,Just found one ankles swollen eeks hurts
25093,neg,im tired bored sad great evening
25094,neg,Traffic horrific 695 I jus wanna dog
25095,neutral,Good morning sweeps wishing great day
25096,pos,Good morning World Happy Star Wars Day May ith
25097,neg,131 miles away
