,sentiment,content
24211,sadness,I headache And I nobody keep company wants kidd
24212,happiness,oh economy gotcha sorry happy got another one LA Enjoy SoCal Ahahaay laughing loud
24213,worry,glad say hi last night dont want flu sry really
24214,surprise,I wonder thumbnail pictures showing TweetDeck
24215,happiness,Whatever Workweek Time go play new phone Sim card transfer contacts list
24216,empty,Just made perfect fried egg
24217,worry,The problem I finished But I logged mass hours week And paid POP
24218,sadness,hungry ca eat anything right tongue hurts bad
24219,happiness,one favorite relaxing songs wake surprise Good morning
24220,love,Loves oh much days
24221,happiness,Thanks intro Great meet u twitter
24222,relief,beautiful day got first class
24223,sadness,I ca charge hour
24224,love,I love tweets Your sweet
24225,neutral,ill come shop like hour need get pedicure dont time today probably next week tho
24226,empty,Ca even tell much hair dresser pissing clue wif I asking I e playful eating worst
24227,worry,I home recovering major liver surgery In alot pain
24228,sadness,ohhs ok thats upsetting sorry wasting time ex
24229,love,busy talking mom bhabhi liked cards bro made waiting sis get back Church
24230,love,Hello Gorgeous GIRL Nice new pic HOw today
24231,worry,need go office melting
24232,neutral,der master back
24233,happiness,rap battling second sat movies haha swim lake sex Matthew Ghosts Girlfriends Past
24234,worry,Tweet riot I ca download Tweet Genius device
24235,sadness,Shucks Sorry Sometimes I get wrapped facebook forget check doin
24236,neutral,lao mein spanakopita HAHA would know
24237,sadness,back work warm today
24238,love,even old dolls new ones look like sailor moon
24239,neutral,I sneezing felt like train wreck last two weeks But piggystuff So good
24240,enthusiasm,nil Not fan either team head says Detroit feet say Pens heart care GO KINGS 2009 2010
24241,happiness,miss ris punking everytime hung effing
24242,worry,yum yum I love quesadillas wallpaper matter too
24243,neutral,hey terrence u come school May talent show
24244,happiness,Ok found way I think tonight let let go dance time
24245,sadness,noo real mushroom neighbor uprooted
24246,sadness,oh boy babys tooth came
24247,worry,I sorry bad day I looking back Do I need give someone knuckle sandwich
24248,worry,Woot lol It gonna hard send one back
24249,relief,Also driving part could afford laptop Also living roommate would save even
24250,worry,sad get see Rica leaves later today
24251,worry,told Dan NOT say anything anymore im super sad sad
24252,worry,pub anyone tonight Dont want lonely drunk tonight
24253,neutral,I Love work Tell ur friends follow
24254,worry,hahahahaha I thought I following already I know happened sorry ha
24255,sadness,shock Looking old stuff found record old band Well band I month Ever heard
24256,relief,If mention twitter group followers I would grateful
24257,worry,tix limbo usual UPSsucks
24258,sadness,workin still lol wanted go spring game
24259,worry,really touring anymore brother told I miss ur concerts
24260,neutral,Going clean room thats hard keep room pretty clean really anyway could still better things
24261,surprise,pulled walmart aunt got went I fell asleep 2 hours later lol
24262,surprise,shot surprise That call HOPE
24263,happiness,sittin home watchin monster law waitin pizza yum yum
24264,happiness,good girl neva tells hahahahaha hope good weekend
24265,sadness,honesty pain blech
24266,anger,finally home dope ass week
24267,neutral,found one knows using Twitter
24268,worry,We changing name Please stay tuned follow new page Ophelia barks new name
24269,love,Yay watching Supernatural Great way end hard day I miss Jesse
24270,love,Feeling butterflies today Study study study contracts gonna ace write competition journals
24271,worry,Tickets need tickets tickets want tickets
24272,worry,I keep trying I win Had right answer though Trick question
24273,worry,eugh feels really ill today headache bunged sore throat hayfever
24274,worry,Ugh starting another 2 hours behind wheel drivers ed
24275,sadness,I listening Your album youtube So awesome But ca buy
24276,neutral,butbutbutt replied loads
24277,neutral,office blog sells move another smaller one lose gym
24278,happiness,haha photo funny I hope disturbed passengers much flight
24279,worry,I close eyes I watch
24280,neutral,A little Chair Lift tonight would muchly appreciated
24281,neutral,indeed helen thought better get TOG name rather use company name
24282,love,Just lovely walk dog In dark But nice walk though HEHE
24283,worry,Certain tweets I write spot messages person group popstar tweets usually get deleted within hour
24284,neutral,got nails done already messed alexandra 3
24285,happiness,picture burn taylor swift great song
24286,sadness,freak life dad didnt leave money 2 wait till gets home call finish work
24287,happiness,omg rat eww omg cant wait tha marry excited annabel cant go tho
24288,happiness,farm enjoying cary ann loving company
24289,worry,Damnit I accidentally put instead FollowFriday
24290,empty,Studio chili year Ponyo always seems perfect waiting till august
24291,worry,It fine like week wo load
24292,sadness,bout take shower cold shower
24293,fun,lol course right ALWAYS right tell
24294,neutral,You First know SinhalenFOSS epic big news
24295,neutral,I childish lol cos one said pic Jake Down earth made vomit
24296,happiness,yeyo MADDY IS fabulous GOD BLESS HER
24297,empty,feels cked feet aching need beed
24298,worry,I saw load ambulances police cars car smashed roof lying road sad 1 man dead 4 sure
24299,neutral,mcfly parody chris moles ex
24300,worry,Omg making cry That wee girl soo sad
24301,sadness,Nice days like make miss ali
24302,relief,bored decided iron raju realized hate iron sleeve HAHAHA im
24303,happiness,Football session fun
24304,surprise,theme My besties If twitch happy My besties If
24305,happiness,I proud House detoxing His Amber hallucination evil
24306,sadness,Friday night never fun work Saturday morning
24307,neutral,Doing later busy making plans today bestie gonna June 5 6 ball game
24308,surprise,Looks like go Bankruptcy going happen This loss help offset gains I earlier year tax wise Oh well
24309,neutral,My hair actually looks kinda fierce today Listening makes happy
24310,love,watching shows I missed elliptical love demand
24311,worry,funny We outgoing email issues day Thank gods seperate adult connections
24312,worry,well paisley one cone things around head SO funny I feel bad
24313,enthusiasm,one I moment woke
24314,neutral,Thanks Good morning
24315,hate,ugh got fuckin pulled talkin cell school zone FUCK HIGHLAND PARK POLICE rude mofo
24316,fun,came backk berkeley omg made fun havent minute whassqoodd
24317,worry,worn week sped soo fast gonna ask mum go movies desperate
24318,enthusiasm,You going UK Take
24319,surprise,dude saw pics looks like mini excursion pretty kick ass see sun tho
24320,happiness,aparently starwarsday enjoy quite know Kent happy anywhe
24321,sadness,feel like watching disney movie bad dont ver anymore
24322,sadness,Going sleep Gonna fall asleep playing apps try going suck
24323,surprise,u eat sashimi rice
24324,neutral,Im going looks like sun gone
24325,happiness,140 pages done eclipse
24326,relief,future car I love
24327,worry,Hey sorry late I leave 30 min raincheck tomorrow
24328,surprise,Yeah mine said That nice picture gave red Hope get working soon
24329,sadness,No annoying makes us girls follow sports knowledgable look dumb
24330,neutral,would thing pero la lavatory se da
24331,neutral,Download Backseat Goodbye latest album FREE
24332,love,I bored really redd converse I love converse
24333,happiness,Good Morning Alyssa Hope u great wonderful day today im happy cuz today last day classes Yay
24334,fun,lol hubby think wives nuts
24335,sadness,3 go pa ako
24336,worry,Ok Twitter near exciting I thought would
24337,surprise,yeah wif noggin take either
24338,sadness,cool boobs itch got sunburned volcano
24339,worry,Seems like 60 min wait time I call wife
24340,sadness,I think We hired someone
24341,sadness,2 leave mars cuz go 2 work really want
24342,happiness,Hey good see Will follow Would nice photo
24343,boredom,bored disgusting weather bored soo bored last weekend
24344,neutral,ha dunno usually check day caught biz replied tweet
24345,hate,I want apply jobs
24346,relief,laughing That funny Thanks sharing I needed laugh
24347,neutral,Hairspray hair lighter bong new haircut
24348,neutral,Cheers lifts coffee cup Mondays
24349,worry,On way work I runnin late I soo tired
24350,love,Aww tom made smile We love much happy
24351,fun,want go tonight ai go money one go takers
24352,neutral,Everything I usually watch pending
24353,happiness,Partied long hard goodnight Twitter see ya mornin
24354,worry,I failed maths exam today fxxmylife
24355,worry,oh well hope gets better
24356,worry,unfortunately I drunk enough lol money get drunk I alot though u imagine haha
24357,worry,ate pussy I refuse bless cuz already clingy
24358,sadness,Demi super girl like french fans
24359,sadness,I forget much I miss tribe til I limited access talking Spotty internet country I wo long
24360,love,I uploading soon
24361,happiness,hanging school last day seniors
24362,relief,finished mine parts remarkably difficult cramming kanji
24363,sadness,need Pizza ca get office
24364,neutral,Anyone know good pig compression tool OS Tried PNGCrush doesnt run
24365,happiness,gonna get sunshine
24366,neutral,Just finished tennis match Lost tho 6 3 1 6 4 6
24367,happiness,judge answer fid duty 2 tort lawyer u good like oj trial done
24368,neutral,In veranda class saying Chit Happens chit mind vibrations thoughts
24369,fun,Hope roommates good morning without soap
24370,neutral,I organised day indulgence luxury A pamper day fingers crossed likes surprise
24371,neutral,Going try report results
24372,love,know right My mom got birthday years ago Tis best
24373,worry,dad see sad mom cannot come
24374,happiness,ink The original great
24375,happiness,reckon could live yogurt week good selection flavors
24376,enthusiasm,Making pork stir fry brown rice dinner
24377,neutral,em torrent oh ang Thi Long oh xu u tra
24378,sadness,Is freaking bored bus Hate poor 4 80 return 10 min train 2 return HOUR long bus ipod battery 2
24379,worry,Traffic along macarthur okay keeping eyes road hands phone err steering wheel
24380,happiness,Happy frickin birthday Try bitter sharing day lovely wife mothers
24381,love,Happy mother Day No gift mother ever equal gift life
24382,worry,Still ca sleep missin dobby
24383,sadness,I wish nah babe back I home ATL
24384,sadness,forgot wish sister happy birthday yesterday
24385,fun,britain got Talent gets better every week
24386,worry,HOMELESS afterJune est
24387,neutral,Waking ungodly hours go work starting get old least coffee good
24388,fun,ahah woke feels good sleep monday
24389,love,I put username Wow
24390,neutral,watching final episode E Goon sub 2 win britons Got Talent
24391,worry,today sucks far god please make better
24392,neutral,It says video private
24393,happiness,well Sunday weather looks great gone take bike visite mom day
24394,relief,yeah start reaching early mid
24395,boredom,Ok super bored guess one else
24396,enthusiasm,Polly Scattergood new single today Download Please Do Touch EP iTunes ace
24397,worry,I know feel Darian LA Bam I missing terribly And I wo see Sunday
24398,worry,It white I accidentally left colours
24399,fun,lol u knew better u better wouldnt wear Uggs shoe weather aww RIP Stack
24400,love,Good Morning Happy Monday Everyone
24401,neutral,Yeah tried No go
24402,neutral,Off see Doc bit get knee checked
24403,worry,tweet convo tell whats happening watch final lost like noo dont end
24404,sadness,I missed giving away tac code
24405,worry,man wish still lived near drive perfect movie e playful erence
24406,worry,ah stomach hurts
24407,love,belong may favourite music video ever lucas till makes little bit better
24408,neutral,Going get pedicure cpu lunch
24409,love,back home gonna miss every one
24410,neutral,I one last night available blue ray digital download via iTunes store end week
24411,worry,I miss Come Michigan like I ca wait till July
24412,neutral,want let know im vic matter happens yes need hug bad live delaware
24413,sadness,I wish unfortunately I wo able make gotta work gig today
24414,worry,I wish I could work like dude
24415,neutral,laughing loud Academy ish Haha I really really miss O
24416,sadness,I sad How come Pooch Hall The Game accepted friend request Facebook Yet
24417,sadness,oh I crashed ball pump
24418,surprise,When I read first thought using cast status symbol
24419,love,And ooh changed Twitter name I approve whole heartedly
24420,worry,oh neutral celebrity ding dong ages
24421,hate,tape hold slips items ripped digipack ad case
24422,sadness,ugh hungry scarfed lunch even thought take pic feastfriday
24423,neutral,Watching film Real Women Have Curves Why good films middle night
24424,worry,happy 5 45 wake call morning going grumpy later
24425,neutral,sorry bout cat
24426,happiness,Cant wait things
24427,surprise,another letter one car insurance ouch
24428,love,my late night busters ice cream om nom nom nom
24429,worry,Home early yeh work weekend happy much 4 big
24430,fun,back driving back bed
24431,worry,I tried translate tweet using google translation service spat back
24432,love,At Spoke Club fell love Tom Arnold Rosie ex definitely different Lucky moi
24433,sadness,Gah But Gregg got hot talented vote dammit
24434,happiness,On way Martin Vacation week
24435,love,got Up going get ready go meadowhall wink ca believe internet broke yesterday GUTTED
24436,worry,Why guys use camera angles make look like 200 people building
24437,neutral,I hope come
24438,love,Today blessed day
24439,happiness,I make friends real life internet ever level people comfortable
24440,empty,Excuse gomez said could leave
24441,surprise,sore throat suck
24442,enthusiasm,I WANNA GO
24443,happiness,I hear ya
24444,worry,unfortunatly start making way home via Singapore gig fun ai yet wink
24445,worry,Whew I literally shopped till I dropped sprained ankle Ugh see sacrifices I make
24446,worry,hadto I messed name sorry hon wink
24447,neutral,I still lights still think mine
24448,neutral,morning hope good day despite revising
24449,happiness,MISS YOU TOO Yes I I usually free pay dinner Rarely day Basta text text
24450,worry,ok Man help followers please
24451,happiness,Good Morning sunshine
24452,worry,Yea means direct u whoever u send see But u direct mug someone following u
24453,love,Good night everybody love u Phillip XO
24454,fun,We set get room last Saturday I ca apologise enough missing decay
24455,worry,Same I tell Ah well better attempt
24456,worry,je local movie The title virgin 2 playful actually feel good So tired dizzy
24457,sadness,would share mine hair
24458,love,Oh God bless
24459,worry,want borrow weekend
24460,sadness,ca listen music work I probably could try start hunting new job monday
24461,sadness,Got early shit ton im headed cherokee park run walk
24462,love,never alone love really know
24463,sadness,It NOT good 1 directors said could go home said back work boo It good lasted
24464,worry,Hi Donnie today want 2 hear u u guys going reschedule dont 2 bummed anymore
24465,love,late I seen bubble tweet video aww
24466,happiness,I much tune words today Thanks
24467,empty,Anyone want cooked Dan I heating bedroom
24468,sadness,I SUPPOSED coming life got way lol give friends wild time
24469,worry,I really miss
24470,love,lao I KNEW answer would come happy oh update numero 200 thanks
24471,worry,sigh always disappoint people get way everyone OUT might disappoint everyone else
24472,worry,haha okay talking middle college grad I think I got worried
24473,sadness,I looking forward seeing Raleigh fan 10 years scalpers took tix sell 200 morons
24474,neutral,drove way Hollywood get Miley Cyrus milkshake least like orgasm mouth
24475,worry,I know use twitter
24476,relief,moving 11 blocks street goodbye hardwood floors
24477,happiness,Thank I know
24478,happiness,tired happy orphanage wow babysitting really fun
24479,empty,yay Me Linn Globe Green Day
24480,sadness,one calls anymore
24481,sadness,Please vote sympathy
24482,love,time go home take care guys catch ya later get home
24483,worry,Wonders hard concentrate
24484,neutral,dude I safely say I blown away I heard Attics I make sure I pass much I
24485,happiness,know annoying theres german saying pleasant anticipation greatest pleasure translation
24486,sadness,Why close library due great weather And ac working fu
24487,worry,Love printer decided print blacks marbled ihr interview new work morning
24488,neutral,So I passed last night middle ith quarter I witness Magic lose
24489,happiness,Did already get tax money hello winning pole position Ha ha
24490,relief,I think Steph enjoy first Mother Day tomorrow
24491,happiness,drunked twittering lone favorite hobbies drunk profession
24492,worry,I guess ca accept keep movin
24493,worry,I chopped liver
24494,happiness,I wish I could really I love u around Ill see I wink try use national champ pull lol
24495,worry,If Shelby two
24496,worry,Worried cousin son
24497,fun,actually I prefer rum gin I preferred much previously
24498,happiness,Happy udday everybody
24499,neutral,arriving idea Lots mails read work thanks god weekend
24500,happiness,traveling alone makes meet new people new circle strangers become friends
24501,sadness,Darn I one slipped right fingers
24502,happiness,I great date last night tried find caves Daniel HILARIOUSLY FUN
24503,fun,Hope great Bank Holiday Monday
24504,worry,My baby drunk I brought home hour pass carried car
24505,happiness,Thanks much following I keep date much possible makeup line plus new collections
24506,worry,painting nails green attempt look like army person annoyed everyone seems tan apart freckles sunburn
24507,worry,ah big scary bug flying around room
24508,love,THAT IS FANTASTICAL
24509,fun,YAY I ca wait read
24510,happiness,I 2 gigs 6 20 fest please keep posted live dates
24511,neutral,On way work cant bothered
24512,happiness,Do love bank holidays
24513,happiness,hope great weekend Paris
24514,enthusiasm,excuse night shifts got orphan lambs local farmer cheated
24515,happiness,woo fight soo Vicky
24516,neutral,get music start playing clicked home
24517,hate,Frustrating u mood partner work Ugh
24518,surprise,could true I like ur momma style
24519,sadness,del noo sick flippin blows hahaha kno dont many friends either feel lame haha
24520,worry,I forgot put sunblock getting car
24521,sadness,haha yeh lol maybe missed last roadshow cause rain
24522,sadness,I bit zoe cos I bed soon I miss gorgeous weather today
24523,neutral,He boxing trainer Although I think bruise came hitting something Ow
24524,neutral,Well best luck
24525,neutral,Go get fresh air happy refresh mind
24526,worry,cupcakes gave heartburn
24527,hate,That sucks majorly hamman I thinking I would said self tanner really good concealer I stuck
24528,love,love u awesome hannah montana movie amazing best movie ever cool
24529,hate,unemployment office sucks
24530,neutral,Are suppossed support local economy laughing loud good congrats
24531,happiness,Good Morning everyone Have great Monday Thanks following
24532,surprise,loves surprises never surprised
24533,relief,ith Please Maybe get 3 attempts win tomorrow
24534,surprise,man cant go sunday cause im helping day piano recital sucks
24535,worry,fol stepped needle ouch way damn drycleaners
24536,enthusiasm,Mom wearing shrug I bought morrow I ca wait 2 cute
24537,sadness,Lulu put scottish accent britain got talent makes sad scottish coz falconer dont play accent
24538,hate,rah rah youtube working oh great
24539,neutral,always brightens week
24540,neutral,anytime I aim please
24541,sadness,Broke Up girlfriend FEELING Very lonely heartbroken Sad times guys
24542,neutral,run moon day bad fu
24543,neutral,friend sent u call back messages dunno could reply credit
24544,love,A pleasure Murray
24545,love,Did win mammy last night happy Scott Sherman Walked feet BEA today
24546,empty,diego know lo ame jack
24547,neutral,Poor kitties If nothing done hopefully least able find good home
24548,love,hehe go dye put blonde inn mine lighter left bit long oops
24549,neutral,girl blunt ooh thoughts right I absolutly GREAT day stressors come home
24550,hate,EVIL CREDIT CARD COMPANIES God I starting build credit I get stupid
24551,happiness,lay pool take nap agenda day
24552,worry,I scared set pa I might forget end losing data But yet I financial info Catch 22
24553,worry,Again working internet shop think achieve goal uploading previously set time Will keep going
24554,anger,points gear question I posted I cant get rest Dreadweave set
24555,neutral,sweetie using frog I think chance adding client image viewing
24556,surprise,make shop always tomorrow
24557,relief,I also wasting time til cab gets spamspamspam Also keith motorbike nicked WELL shit
24558,love,aww twitter miss today post little mea movie theater ahah soo could
24559,neutral,perfect op everyone advertise blogs
24560,neutral,Colleague helped creating unit site web NOT helpful Trash code 24 counterstrike source files 4 page site optimizing
24561,worry,wearing pair trousers loose last year tight year
24562,neutral,About dinner evening playing cards Already packed ready head home tomorrow Do go home
24563,worry,Where art thou I miss
24564,love,happy mothers day mum
24565,sadness,So pay sales tax great Even worse Mom Pop businesses double pay business licenses
24566,worry,Miss newest version Glade Debian
24567,worry,Ouch I sorry
24568,worry,lend one I cold
24569,love,lao boss ross come I love man truth
24570,worry,OK guess I need actual work How long 5 Oh I may ditch early
24571,neutral,I follow anyone sticker usage
24572,neutral,Yeah I posted news blog yesterday
24573,worry,ya headin family vaca hope paparazzi leave alone
24574,sadness,NOO XBOX got red rings death
24575,neutral,hangin love life Tessa mccarty
24576,love,aw nick got heart broken poor baby love
24577,happiness,Yeah hope I excited
24578,empty,Thanks pointing crucial problems Both taken care happy
24579,love,Your Highness crystalmarieDONTluvSpiteAnymore
24580,neutral,You shutting ok
24581,relief,Hope getting reading done
24582,worry,Oh yah My dad But I landline
24583,worry,wish I could feel pain happy ok least like Brazil
24584,neutral,driving err speeding
24585,worry,wishes love coming home
24586,love,time next week I hopefully holding Lili arms
24587,happiness,Yup us Spending time Mom Sis Aunt Have A great Mothers Day
24588,love,Lol Thanks Penny I trying believe
24589,love,Just finished yet another amazing book Susan Elizabeth Philips God I love books much Which one read next umm
24590,sadness,Bah coworker ran work late bag smacked knee really hurts
24591,neutral,really nice smoothy baulk shops
24592,love,watching rain reminiscing time everytime rained I love life
24593,neutral,I goin bed
24594,hate,I postpone photoshoot Stupid Wisconsin weather Why ca sunny Working tanning preschool grad night
24595,happiness,laughing loud Girl video disturbed I love theme cute
24596,surprise,A group people naked ooh
24597,happiness,3 live pav migrates 5 aware vip exams magenta config quiet weekend party central
24598,relief,It Friday pleasant ones way much work
24599,neutral,WIsh Toronto Will coming back soon
24600,happiness,May ith today I round weekend one session happy ith minister
24601,relief,Had good end busy day I bed full belly sushi
24602,happiness,ohhs really want see Coraline seems really good
24603,fun,This great curl ball read later I wish I book
24604,sadness,Was talking Vincent Miss badly
24605,sadness,Enjoying nice couple dad brother bad never really see anymore
24606,surprise,never opera think
24607,empty,til next saran
24608,happiness,Smoking maryland favorite thing speaking ima name daughter maryland lakota lakota marijuana latin
24609,worry,Ah bad times I hate exams I feel unprepared time well Sucks haha
24610,relief,pa Danica team Not end world hopes great race
24611,neutral,nan house eating fish chips watching Top Gear Good times
24612,hate,electronic keys stopped working keyhole cant get car much technology
24613,relief,thanks coming tonight made happy
24614,neutral,It mothers day somewhere
24615,worry,soo want get Nikon 90 damn cost soo much
24616,happiness,charlie came fell asleep
24617,hate,Another Day gone Have wake early tomorrow
24618,sadness,Still stupidly sick cancelled Philly trip Sad day
24619,happiness,looks great morning already
24620,worry,Sheesh meds make feel like I bottom ocean I go back work today Be sad
24621,love,nothing new lol oh bitched alot today one person particular rachel Oh I planned ultimate event
24622,hate,I think UPS web site hates Still Brewing supply package Held hostage work slow UPS delivery
24623,worry,I need go ATL mainly go Ikea The stuff I want available online
24624,sadness,needs somewhere go still lush want back
24625,sadness,I know agree It angered Sorry going postal
24626,neutral,congrats A ugh still til end june
24627,boredom,fo shizzle bored wanna go something wish went pissy today oh well wonder
24628,boredom,really really bored I guess I go bed
24629,worry,Only one day left Ramona I miss cast soo much
24630,sadness,Was wreck Getting real sore It fault insurance Was planning go wedding tonight
24631,love,yeah I feel sad tho
24632,neutral,laying across bed hurt back days ago
24633,hate,last night cork come tomorrow wont even remember double sad face haha words lily allen NOT FAIR
24634,fun,YAY I glad I one sign away soul Twitter Facebook welcome six
24635,happiness,hey Ive never caught anyone live
24636,sadness,really anyone got finals yet yeah stuck class loveyoufletch xbox
24637,worry,I vote twitter universe I bit stuck
24638,love,mere fact twittered someone read matters love song Gravity
24639,sadness,oy im nerd im writing 2 cuz following mean lik sum account deleted due strange activities
24640,empty,Whats stand gay marriage fuck natalie stop asking gay ass questions Go get job dad
24641,hate,Damn internet jus cut bout 2 shoot sum guys eye andi
24642,surprise,thought already winter turns winter even started
24643,surprise,It 11 shock 5 I already lunch break
24644,fun,Guys Just got someone saran wrap Tuesdays video shall awesome
24645,worry,Making list SiC 2009 attendances
24646,sadness,bed sick atm sick since yesterday thru hun
24647,worry,lola dude I stop got personal homegirl twitter lol
24648,worry,I miss terribly
24649,relief,I message message fiends want replies follow sounds funny
24650,worry,aww eat sweety
24651,relief,Thanks I tell friends Twitter say
24652,neutral,YEA I GOTTA BE UP AT 7 happy 0
24653,fun,I really want go concert tomorrow
24654,worry,also hanging right bored hahaha work today different hours money lol whate
24655,sadness,way Seattle Yay Seattle boo Matt leaving
24656,empty,Hi Dougie I fan Thailand I Film Luv ur song much
24657,worry,apparently I falling apart front eyes
24658,worry,hurt done trying
24659,happiness,I got jack shirt mail Omg I love see saturday
24660,neutral,laughing loud That sucks
24661,relief,I saw stalkerishly elevator rookie eating moroccan So go
24662,worry,like friends kinda sad
24663,neutral,Reading today paper along watered coffee compliments parents
24664,love,people love wait
24665,worry,ooh I headache Got go work
24666,hate,tell chris stop making fun lizzie
24667,fun,wishing Ro feeling better
24668,happiness,I glad liked Want
24669,surprise,Thought I check home 10 minutes ago downloading update home square I ca bothered Sony
24670,worry,moved edinburgh glasgow new flat phone line broadband
24671,worry,Holy crap It raining LA I jacket oh
24672,sadness,whammer ask Space Marines officially announced 360 psi No luck pa gamers
24673,anger,hav chance win 10 100 100 given free plant wait till plant grow know anythin
24674,happiness,hahahaha watching 106 miss Oceans 10
24675,worry,miss future wanna see damn sure wanna wait til monday
24676,love,I love though
24677,neutral,haha okay I getting box sets birthday anyway
24678,worry,say leaving yesterday You wo see house anymore get back tear tear
24679,sadness,Ca since follow
24680,neutral,downloaded Bonnie Clyde Beyonce Jay old fav
24681,neutral,I Want To Go See Up But I Do Want To Go With My Mom And Brother
24682,happiness,ok I love big buff tattooed preferably Christian men strut fluffy dogs optional
24683,sadness,Aaarrgh I soo want see mug August dammit decent seats e playful ensive noo recession
24684,fun,brain gonna e playful lode minute full numbers climb sarcasm climbing numbers
24685,enthusiasm,havah making card mothers day listening music
24686,neutral,vicky spamming belle twitter anyway rainbows dreamwidth got invite code hahahaha
24687,hate,hates work six
24688,enthusiasm,Wow ca believe Monday already I hope everyone well today
24689,surprise,OOH question DOES YOUR CHAIN HANG LOW ink sorry
24690,sadness,Panda e playful ress long I missed
24691,neutral,nope printer library work ill pass monday
24692,surprise,oh god Almost 40 comment Same day Joe But I turn 40 oh god lol
24693,sadness,Hello Bella going delete account
24694,fun,totally digging napa valley idea I deal wine limo ride
24695,fun,Monday mornings could exist hot tea
24696,neutral,roll uh huh
24697,neutral,About hop shower I miss little soap sud Ashley
24698,love,Engaged May est best guy I could happier I love Jay
24699,love,Happy Mothers May Mak Love always XOXO
24700,enthusiasm,likes patricia dress
24701,fun,LOUISE You adopted ballet You love cocktails even
24702,neutral,aww I kinda hoping Jack would get banana highlights back
24703,worry,went doctor hav virus
24704,worry,Nice come business meeting feeling desired valuable Now come date like Or go date
24705,sadness,really cant take
24706,happiness,Talking best mate boyfriend man
24707,neutral,Two tweets go 2345 tweets
24708,neutral,ze Franz friended think think creepy stalker sommat humph
24709,sadness,columbus blue jacket may moving anew city play thats sad news
24710,neutral,There ants lollipop
24711,love,want know im still whoever whatever makes happy thats want sister
24712,surprise,err allowed gas grills live sucks
24713,sadness,I feel like last night dream Well I guess I say nightmare
24714,happiness,This funny I 7
24715,happiness,exact one thinking bestest
24716,sadness,thirty minutes turned three hours oops
24717,happiness,well day owe sleep late
24718,sadness,Bad day office In horrendous mood Was national Act like idiotic buffoon day today one bothered tell
24719,enthusiasm,Home finally Im soo tired kinda lonely blah e I cuddle blankets watch movie sounds good Lol
24720,worry,He got cars lost job He used make good money Now works McDonalds nobody hire
24721,worry,Gone days wen used sit 4 exams exams classes bunking fun
24722,happiness,Getting Emilie half hour get Have nice day Talk later I hope
24723,fun,unless gretel killed apparently look pretty damn good
24724,neutral,talks ad release tonight stub Wish I could go support
24725,neutral,says impossible pluck work system administrators closed access fire
24726,neutral,A towel Sub tha Sens O Matic Guide
24727,worry,waiting go ith period get final omg im soo gonna fail
24728,sadness,Yea baby Im gonna miss much
24729,worry,I always feel like I betraying trust I drop pup groomer
24730,surprise,Dance Flick actually NOT good
24731,neutral,back revision Bye bye Hannah 3
24732,relief,Loved books Did read The Host Amazing storyteller
24733,love,know I love
24734,fun,mucosa warriors OCEAN hahahahaha
24735,relief,I humble best Going works paintball day soon fuel strips doubt
24736,surprise,I wake appear missed much
24737,worry,aww cryin tho want get thru feel sorry shes good tho
24738,happiness,Good morning RSA Twitterverse Please send happy vibes cheerfulness today I feeling little sad
24739,sadness,well miss think would really like trina
24740,relief,aww ok well let know says hah 3
24741,happiness,About pick hair braid scrub make relaxx tonight fun
24742,neutral,Rod stewart new song
24743,sadness,failed inspection Did know pass wo oven wo anti tip bracket sold oven This worse taxes
24744,sadness,Watching Phil special sex marriage It sad ignorant people
24745,surprise,I allergic bunnies Are allergic fur That sucks Is cosmic irony furry allergic fur
24746,fun,Updated blog Shows You Should Be Watching The unusual Go check
24747,enthusiasm,It gonna storm I said
24748,empty,Starting get annoyed socialscope Need update
24749,worry,I think rate Ill class 4 Sigh
24750,relief,ah almost missed sol thanks twitterfriends
24751,love,yo yo yo like ice cream
24752,neutral,678 triple 98212
24753,neutral,gi team edward watch back playful
24754,sadness,I shrunk favourite cardigan Hubby said buy new one I practically lived gone I shall say words wink
24755,relief,I For Thursday
24756,surprise,Follow blog I follow
24757,worry,endodontist able without removing Just hope ceramic crown shatter time later
24758,love,awesome lemme see done
24759,worry,GASP pulleaase dont hate u ask question dont answer given time cant see sorry
24760,worry,Soon I hope Really need finish cloning project I get done
24761,happiness,I KNOW JOIN THE freakin CLUB
24762,sadness,Conference call arranged 4 30pm today blew leaving early window
24763,neutral,head Strand goodnight
24764,neutral,hey gerard late response day talking bout forgiving brother 4 givin wrong directions got way upset
24765,worry,Trying stay upbeat I wait get keys locked car
24766,happiness,Soon new job starts I happy
24767,hate,Wow really sucks
24768,neutral,im away comp ill back later
24769,worry,Took 2 times get wall What killed 150 la dummy ca drag 12 seconds
24770,sadness,went see dentist ca eat im starving really sucks ist painful
24771,boredom,Waiting line tryst
24772,happiness,woo made follow
24773,relief,Going sleep Horton Goodnight Twitterverse 3
24774,happiness,imma miss dem KObe born commercials wen cleveland get knocked doe wer funny
24775,worry,Moses girlfriend broke
24776,worry,Bob Dylan It Aint Me Babe Important day today tell guys later Off work late
24777,love,Aww HE JUST WANTS A HUG
24778,happiness,Thanks much I back tour soon Two new books pipeline
24779,worry,I hurtling headlong day spanish art view tomorrow REVISION extra frees
24780,neutral,know inside scoop station anything kwon nothing us
24781,worry,I wondering Have GREAT weekend
24782,sadness,used ozzy osbourne pillow mom threw miss thing
24783,happiness,You retweet others good tweets least 10 day get involved things twitter
